features	pron	subj	arity
▯ is a workroom a room in which one produces assembles makes _BIAS _RAKU_kua _2_RAKU_baıkua _ARITY_1	máq	sI	1
▯ is an artificial intelligence _BIAS _RAKU_baım _ARITY_1	máq	sI	1
▯ is a part ingredient component needed to make ▯ _BIAS _RAKU_paq _2_RAKU_baıpaq _ARITY_2	máq	sI	2
▯ is a constructed language conlang _BIAS _RAKU_zu _2_RAKU_baızu _ARITY_1	hóq	sI	1
▯ pertains to the culture of abkhazia abkhazia _BIAS _RAKU_jıa _2_RAKU_kajıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country abkhazia abkhazia _BIAS _RAKU_gua _2_RAKU_jıagua _ARITY_1 _CAPS	máq	sI	1
▯ is an optative sentence _BIAS _RAKU_toaı _2_RAKU_kuqtoaı _ARITY_1	hóq	sI	1
▯ expresses optative love i e love via desires urges longing towards ▯ _BIAS _RAKU_bam _ARITY_2	hó	sA	2
▯ is the bambara bamanankan language _BIAS _RAKU_zu _2_RAKU_nazu _ARITY_1 _CAPS	hóq	sI	1
▯ is vanadium _BIAS _RAKU_dıum _2_RAKU_nadıum _ARITY_1	máq	sI	1
▯ is a guanaco lama guanicoe _BIAS _RAKU_ku _2_RAKU_naku _ARITY_1	hó	sI	1
▯ is banana pudding a layered dessert consisting of nilla wafers or similar vanilla cookies sliced banana and jello style pudding soft custard _BIAS _RAKU_dıq _2_RAKU_pudıq _ARITY_1	máq	sI	1
▯ is or pertains to bunny rabbits _BIAS _RAKU_'uı _2_RAKU_nu'uı _ARITY_1	tá	sF	1
▯ pertains to the culture of vanuatu republic of vanuatu _BIAS _RAKU_tu _2_RAKU_nuatu _ARITY_1 _CAPS	tá	sF	1
▯ is the country vanuatu republic of vanuatu _BIAS _RAKU_gua _2_RAKU_tugua _ARITY_1 _CAPS	máq	sI	1
▯ is white _BIAS _RAKU_bao _ARITY_1	tá	sI	1
▯ is a dog _BIAS _RAKU_che _2_RAKU_baoche _ARITY_1	hó	sI	1
▯ is rice _BIAS _RAKU_guı _2_RAKU_baoguı _ARITY_1	máq	sI	1
▯ is sushi _BIAS _RAKU_bıu _2_RAKU_nıubıu _ARITY_1	máq	sI	1
▯ is pink _BIAS _RAKU_kıa _2_RAKU_baokıa _ARITY_1	máq	sI	1
▯ is the country of belarus _BIAS _RAKU_gua _2_RAKU_sıgua _ARITY_1 _CAPS	máq	sI	1
▯ is balsamic vinegar _BIAS _RAKU_zu _2_RAKU_kezu _ARITY_1	máq	sI	1
▯ is cantonese yue chinese _BIAS _RAKU_zu _2_RAKU_baozu _ARITY_1	hóq	sF	1
▯ likes things that satisfy property ▯ ▯ likes all that ▯ s _BIAS _RAKU_cho _2_RAKU_baqcho _ARITY_2	hó	sI	2
▯ is a member of the species solanum melongena eggplant aubergine _BIAS _RAKU_kı _2_RAKU_dakı _ARITY_1	máq	sI	1
▯ pertains to the culture of bangladesh people s republic of bangladesh _BIAS _RAKU_shı _2_RAKU_deshı _ARITY_1 _CAPS	tá	sF	1
▯ is the country bangladesh people s republic of bangladesh _BIAS _RAKU_gua _2_RAKU_shıgua _ARITY_1 _CAPS	máq	sI	1
▯ is a leopard cat prionailurus bengalensis _BIAS _RAKU_to _2_RAKU_kato _ARITY_1	hó	sI	1
▯ is the bengali language _BIAS _RAKU_zu _2_RAKU_lazu _ARITY_1 _CAPS	hóq	sI	1
having property ▯ is frequent common among what has property ▯ _BIAS _RAKU_lı _2_RAKU_baqlı _ARITY_2	hóq	sF	2
▯ is general ▯ pertains to kind ▯ in the abstract not to specific instances or cases _BIAS _RAKU_raq _2_RAKU_baqraq _ARITY_2	tá	sF	2
▯ is a humanities science like history philosophy theology political geography _BIAS _RAKU_dıu _2_RAKU_reqdıu _ARITY_1	hóq	sI	1
▯ is a verbal science like linguistics or literature _BIAS _RAKU_dıu _2_RAKU_zudıu _ARITY_1	hóq	sI	1
▯ pertains to the culture of bahrain kingdom of bahrain _BIAS _RAKU_nı _2_RAKU_raını _ARITY_1 _CAPS	tá	sF	1
▯ is the country bahrain kingdom of bahrain _BIAS _RAKU_gua _2_RAKU_nıgua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of brazil federative republic of brazil _BIAS _RAKU_jıu _2_RAKU_rajıu _ARITY_1 _CAPS	tá	sF	1
▯ is the country brazil federative republic of brazil _BIAS _RAKU_gua _2_RAKU_jıugua _ARITY_1 _CAPS	máq	sI	1
▯ is a member of genus varanus the monitor lizards _BIAS _RAKU_la _2_RAKU_rala _ARITY_1	hó	sI	1
▯ is a guaraní language _BIAS _RAKU_zu _2_RAKU_nızu _ARITY_1 _CAPS	hóq	sI	1
▯ is india _BIAS _RAKU_gua _2_RAKU_tagua _ARITY_1	máq	sI	1
▯ is a rose _BIAS _RAKU_rua _2_RAKU_barua _ARITY_1	máq	sI	1
▯ exhorts declares their wish for ▯ to be the case _BIAS _RAKU_ruaq _2_RAKU_baruaq _ARITY_2	hó	sA	2
▯ repressurizes unplugs their ears _BIAS _RAKU_ba _2_RAKU_saba _ARITY_1	hó	sI	1
▯ commands ▯ to satisfy property ▯ _BIAS _RAKU_sue _2_RAKU_basue _ARITY_3	hó	sA	3
▯ is a potato _BIAS _RAKU_ta _2_RAKU_tata _ARITY_1	máq	sI	1
▯ is a french fry chip _BIAS _RAKU_cheı _2_RAKU_tacheı _ARITY_1	máq	sI	1
▯ pertains to the culture of vatican city vatican city state _BIAS _RAKU_kaq _2_RAKU_tıkaq _ARITY_1 _CAPS	tá	sF	1
▯ is the country vatican city vatican city state _BIAS _RAKU_gua _2_RAKU_kaqgua _ARITY_1 _CAPS	máq	sI	1
▯ is an infant ▯ is a baby _BIAS _RAKU_be _ARITY_1	hó	sI	1
▯ is a hinge _BIAS _RAKU_'a _2_RAKU_be'a _ARITY_1	máq	sI	1
▯ is a knee elbow knuckle _BIAS _RAKU_bea _ARITY_1	máq	sI	1
▯ is a corner _BIAS _RAKU_goa _2_RAKU_beagoa _ARITY_1	máq	sI	1
▯ hangs on dangles is suspended from ▯ _BIAS _RAKU_beaı _ARITY_2	máq	sI	2
▯ is a pendant light chandelier _BIAS _RAKU_gıo _2_RAKU_beaıgıo _ARITY_1	máq	sI	1
▯ is a pendant _BIAS _RAKU_pıo _2_RAKU_beaıpıo _ARITY_1	máq	sI	1
▯ is a laptop foldable computer _BIAS _RAKU_kea _2_RAKU_jıoqkea _ARITY_1	máq	sI	1
▯ is a cypress tree the kind with knees _BIAS _RAKU_beam _ARITY_1	máq	sI	1
▯ is an arthropod _BIAS _RAKU_pue _2_RAKU_beapue _ARITY_1	hó	sI	1
▯ is a stick pole _BIAS _RAKU_beaq _ARITY_1	máq	sI	1
▯ is a tower or skyscraper _BIAS _RAKU_jıo _2_RAKU_beaqjıo _ARITY_1	máq	sI	1
▯ is bamboo subfamily bambusoideae _BIAS _RAKU_nıu _2_RAKU_beaqnıu _ARITY_1	máq	sI	1
▯ is a baby _BIAS _RAKU_be _2_RAKU_bebe _ARITY_1	hó	sI	1
▯ belongs to the viverra taxonomic genus _BIAS _RAKU_re _2_RAKU_bere _ARITY_1	hó	sI	1
▯ is a karst formation _BIAS _RAKU_pıo _2_RAKU_fepıo _ARITY_1	máq	sI	1
▯ is a member of genus fagus the beech trees _BIAS _RAKU_go _2_RAKU_bego _ARITY_1	máq	sI	1
▯ is a beech mushroom ▯ is hypsizygus tessulatus _BIAS _RAKU_lıao _2_RAKU_nueqlıao _ARITY_2	máq	sI	2
contrarily to your expectation it s ▯ which is what has property ▯ ▯ is the answer to the question of what satisfies property ▯ which i expect is not the answer you expected _BIAS _RAKU_'ıq _2_RAKU_beı'ıq _ARITY_2	tá	sF	2
▯ is a bagel _BIAS _RAKU_go _2_RAKU_beıgo _ARITY_1	máq	sI	1
▯ is wine an alcoholic beverage made by fermenting the juice of grapes _BIAS _RAKU_ho _2_RAKU_beıho _ARITY_1	máq	sI	1
▯ is tartar _BIAS _RAKU_pıo _2_RAKU_hopıo _ARITY_1	máq	sI	1
▯ not something else satisfies ▯ _BIAS _RAKU_jeo _2_RAKU_beıjeo _ARITY_2	tá	sF	2
▯ is wine an alcoholic beverage made by fermenting the juice of grapes _BIAS _RAKU_nom _2_RAKU_beınom _ARITY_1	máq	sI	1
▯ is a wine cap stropharia a burgundy mushroom stropharia rugosoannulata _BIAS _RAKU_lıao _2_RAKU_nomlıao _ARITY_1	máq	sI	1
▯ is a wine cap stropharia burgundy mushroom ▯ is stropharia rugosoannulata _BIAS _RAKU_lıao _2_RAKU_noqlıao _ARITY_2	máq	sI	2
▯ emphasizes ▯ _BIAS _RAKU_tua _2_RAKU_beıtua _ARITY_2	hó	sA	2
▯ is vegemite _BIAS _RAKU_jem _2_RAKU_bejem _ARITY_1	máq	sI	1
▯ pertains to the culture of uzbekistan republic of uzbekistan _BIAS _RAKU_taq _2_RAKU_kıqtaq _ARITY_1 _CAPS	tá	sF	1
▯ is the country uzbekistan republic of uzbekistan _BIAS _RAKU_gua _2_RAKU_taqgua _ARITY_1 _CAPS	máq	sI	1
▯ is true most of the time when ▯ is true _BIAS _RAKU_daq _2_RAKU_ladaq _ARITY_2	hóq	sP	2
▯ pertains to the culture of belarus republic of belarus _BIAS _RAKU_sı _2_RAKU_rusı _ARITY_1 _CAPS	tá	sF	1
▯ is the country belarus republic of belarus _BIAS _RAKU_gua _2_RAKU_sıgua _ARITY_1 _CAPS	máq	sI	1
▯ is belgian _BIAS _RAKU_jı _2_RAKU_lejı _ARITY_1 _CAPS	tá	sF	1
▯ pertains to the culture of belgium kingdom of belgium _BIAS _RAKU_jı _2_RAKU_lejı _ARITY_1 _CAPS	tá	sF	1
▯ is belgium _BIAS _RAKU_gua _2_RAKU_jıgua _ARITY_1 _CAPS	máq	sI	1
▯ is the country belgium kingdom of belgium _BIAS _RAKU_gua _2_RAKU_jıgua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of belize _BIAS _RAKU_je _2_RAKU_lıje _ARITY_1 _CAPS	tá	sF	1
▯ is the country belize _BIAS _RAKU_gua _2_RAKU_jegua _ARITY_1 _CAPS	máq	sI	1
▯ is an infant ▯ is a baby _BIAS _RAKU_bem _ARITY_1	hó	sI	1
▯ pertains to the culture of venezuela bolivarian republic of venezuela _BIAS _RAKU_la _2_RAKU_juela _ARITY_1 _CAPS	tá	sF	1
▯ is the country venezuela bolivarian republic of venezuela _BIAS _RAKU_gua _2_RAKU_lagua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of benin republic of benin _BIAS _RAKU_nıq _2_RAKU_benıq _ARITY_1 _CAPS	tá	sF	1
▯ is the country benin republic of benin _BIAS _RAKU_gua _2_RAKU_nıqgua _ARITY_1 _CAPS	máq	sI	1
▯ changes in property ▯ _BIAS _RAKU_beo _ARITY_2	tá	sF	2
the answer to ▯ changes alternates _BIAS _RAKU_beo _2_RAKU_beobeo _ARITY_1	hóq	sP	1
▯ is a variable mathematics _BIAS _RAKU_daı _2_RAKU_beodaı _ARITY_1	hóq	sI	1
▯ changes modifies ▯ _BIAS _RAKU_ja _2_RAKU_beoja _ARITY_2	hó	sI	2
▯ is a diff patch _BIAS _RAKU_kao _2_RAKU_beokao _ARITY_1	hóq	sI	1
▯ is hearty heavy nourishing wholesome of food _BIAS _RAKU_beom _ARITY_1	máq	sI	1
▯ is beomnam a toaqguan street food made from a flatbread similar to naan or pita with a spiced mayo ground beef chopped mushrooms green onions and a crumbly cheese _BIAS _RAKU_nam _2_RAKU_beomnam _ARITY_1	máq	sI	1
▯ underlies ▯ ▯ is a platform basis layer of abstraction infrastructure ▯ is built upon _BIAS _RAKU_beoq _ARITY_2	hóq	sF	2
▯ is a monday wednesday or friday _BIAS _RAKU_chaq _2_RAKU_beoqchaq _ARITY_1	hóq	sI	1
▯ is a heart core kernel of complex system ▯ _BIAS _RAKU_chu _2_RAKU_beoqchu _ARITY_2	máq	sI	2
▯ is low level ▯ is at the scale or relevance of the fundamentals structural basis of a system _BIAS _RAKU_juı _2_RAKU_beoqjuı _ARITY_1	tá	sF	1
▯ has primary color s _BIAS _RAKU_reo _2_RAKU_beoqreo _ARITY_1	máq	sI	1
▯ is an infinitesimal _BIAS _RAKU_toaı _2_RAKU_beotoaı _ARITY_1	hóq	sI	1
▯ is calculus _BIAS _RAKU_dıu _2_RAKU_toaıdıu _ARITY_1	hóq	sI	1
▯ is an extrusion swelling convex _BIAS _RAKU_beq _ARITY_1	máq	sI	1
▯ is convex at ▯ _BIAS _RAKU_bo _2_RAKU_beqbo _ARITY_2	tá	sS	2
▯ is a date palm genus phoenix _BIAS _RAKU_ra _2_RAKU_beqra _ARITY_1	máq	sI	1
▯ is an abscess _BIAS _RAKU_beq _2_RAKU_zebeq _ARITY_1	máq	sI	1
▯ is eberban a logical language _BIAS _RAKU_zu _2_RAKU_baqzu _ARITY_1 _CAPS	hóq	sI	1
▯ is northern europe _BIAS _RAKU_pa _2_RAKU_ropa _ARITY_1 _CAPS	máq	sI	1
▯ makes a stop _BIAS _RAKU_req _2_RAKU_bereq _ARITY_1	tá	sI	1
▯ is north of ▯ _BIAS _RAKU_ro _2_RAKU_bero _ARITY_2	tá	sS	2
▯ is north america _BIAS _RAKU_ka _2_RAKU_rıka _ARITY_1 _CAPS	máq	sI	1
▯ is north east of ▯ _BIAS _RAKU_chu _2_RAKU_hochu _ARITY_2	tá	sS	2
▯ is north west of ▯ _BIAS _RAKU_re _2_RAKU_hore _ARITY_2	tá	sS	2
▯ is the northern sami language _BIAS _RAKU_zu _2_RAKU_samzu _ARITY_1 _CAPS	hóq	sI	1
▯ pertains to toaq beta _BIAS _RAKU_toaq _2_RAKU_tatoaq _ARITY_1 _CAPS	tá	sF	1
▯ is concrete _BIAS _RAKU_toq _2_RAKU_betoq _ARITY_1	máq	sI	1
▯ is concrete powder _BIAS _RAKU_puo _2_RAKU_toqpuo _ARITY_1	máq	sI	1
▯ changes alters modifies ▯ in relation ▯ ▯ modifies ▯ in regards to what it is in relation ▯ with _BIAS _RAKU_tu _2_RAKU_betu _ARITY_3	hó	sA	3
▯ is a member of the family blattaria cockroaches _BIAS _RAKU_cha _2_RAKU_tacha _ARITY_1	hó	sI	1
▯ is afflicted with ▯ _BIAS _RAKU_bıa _ARITY_2	hó	sI	2
▯ is sick ill _BIAS _RAKU_bıa _ARITY_1	hó	sI	1
▯ is a patient _BIAS _RAKU_che _2_RAKU_bıache _ARITY_1	hó	sI	1
▯ is a disease testing device such as a covid test kit _BIAS _RAKU_kı _2_RAKU_dekı _ARITY_1	máq	sI	1
▯ is pathology _BIAS _RAKU_dıu _2_RAKU_bıadıu _ARITY_1	hóq	sI	1
▯ is a pathologist _BIAS _RAKU_che _2_RAKU_dıuche _ARITY_1	hó	sI	1
▯ feels sick like a sick person ▯ feels worn out of or resigned to sickness _BIAS _RAKU_foa _2_RAKU_bıafoa _ARITY_1	hó	sI	1
▯ is a hospital _BIAS _RAKU_jıo _2_RAKU_bıajıo _ARITY_1	máq	sI	1
▯ has a sick unhealthy desire urge hunger for satisfying ▯ _BIAS _RAKU_kuaı _2_RAKU_bıakuaı _ARITY_2	hó	sI	2
▯ is mo u ld _BIAS _RAKU_lıao _2_RAKU_bıalıao _ARITY_1	máq	sI	1
▯ is a vaccine substance _BIAS _RAKU_saı _2_RAKU_bıamsaı _ARITY_1	máq	sI	1
▯ is confused _BIAS _RAKU_bıao _ARITY_1	hó	sI	1
▯ is a maze _BIAS _RAKU_koaı _2_RAKU_bıaokoaı _ARITY_1	máq	sI	1
▯ stumbles staggers lurches flounders _BIAS _RAKU_koı _2_RAKU_bıaokoı _ARITY_1	hó	sI	1
▯ is alcohol _BIAS _RAKU_nao _2_RAKU_bıaonao _ARITY_1	máq	sI	1
▯ are affected not necessarily all of them by an epidemic of disease ▯ _BIAS _RAKU_puı _2_RAKU_bıapuı _ARITY_2	hó	sI	2
▯ is enough ▯ sufficiently satisfies property ▯ _BIAS _RAKU_bıaq _ARITY_2	tá	sF	2
▯ is true enough that ▯ happens _BIAS _RAKU_bıaq _ARITY_2	hóq	sP	2
▯ sufficiently satisfies property ▯ _BIAS _RAKU_bıaq _ARITY_2	tá	sF	2
▯ is the biáng chinese character _BIAS _RAKU_laı _2_RAKU_bıaqlaı _ARITY_1	hóq	sI	1
▯ are biángbiáng noodles _BIAS _RAKU_nhoq _2_RAKU_bıaqnhoq _ARITY_1	máq	sI	1
▯ is not enough ▯ insufficiently satisfies property ▯ _BIAS _RAKU_bu _2_RAKU_bıaqbu _ARITY_2	tá	sF	2
▯ is a miasma _BIAS _RAKU_rıo _2_RAKU_bıarıo _ARITY_1	máq	sI	1
▯ is toxic poison venom _BIAS _RAKU_saı _2_RAKU_bıasaı _ARITY_1	máq	sI	1
▯ is a video _BIAS _RAKU_deo _2_RAKU_bıdeo _ARITY_1	hóq	sI	1
▯ is a video of ▯ _BIAS _RAKU_deo _2_RAKU_bıdeo _ARITY_2	hóq	sI	2
▯ plays video game ▯ _BIAS _RAKU_luaq _2_RAKU_deoluaq _ARITY_2	hó	sI	2
▯ is a video game _BIAS _RAKU_mu _2_RAKU_luaqmu _ARITY_1	hóq	sF	1
▯ is a video game _BIAS _RAKU_cu _2_RAKU_lucu _ARITY_1	hóq	sF	1
▯ pertains to bdsm _BIAS _RAKU_sem _2_RAKU_dıesem _ARITY_1	tá	sF	1
▯ is after in the future of ▯ _BIAS _RAKU_bıe _ARITY_2	hóq	sE	2
▯ is long after in the remote future of ▯ _BIAS _RAKU_jao _2_RAKU_bıejao _ARITY_2	hóq	sE	2
in hindsight in retrospect ▯ is the case _BIAS _RAKU_jıe _2_RAKU_bıejıe _ARITY_1	hóq	sP	1
▯ is shortly after in the near future of ▯ _BIAS _RAKU_juı _2_RAKU_bıejuı _ARITY_2	hóq	sE	2
▯ lives an afterlive ▯ is enduring their life in afterlife _BIAS _RAKU_bıem _ARITY_1	hó	sI	1
▯ is the vietnamese language _BIAS _RAKU_zu _2_RAKU_namzu _ARITY_1 _CAPS	hóq	sI	1
▯ pertains to the culture of vietnam socialist republic of vietnam _BIAS _RAKU_naq _2_RAKU_bıenaq _ARITY_1 _CAPS	tá	sF	1
▯ is the country vietnam socialist republic of vietnam _BIAS _RAKU_gua _2_RAKU_naqgua _ARITY_1 _CAPS	máq	sI	1
▯ is the time distance interval between ▯ and ▯ the former occurring after the latter _BIAS _RAKU_ne _2_RAKU_bıene _ARITY_3	hóq	sI	3
▯ finally happens at long last _BIAS _RAKU_faq _2_RAKU_saofaq _ARITY_1	hóq	sP	1
▯ is post toaqic _BIAS _RAKU_toaq _2_RAKU_bıetoaq _ARITY_1 _CAPS	tá	sF	1
▯ supervises ▯ _BIAS _RAKU_tı _2_RAKU_ketı _ARITY_2	hó	sA	2
▯ is a wiki _BIAS _RAKU_kue _2_RAKU_kıkue _ARITY_1	máq	sI	1
▯ is a bikini _BIAS _RAKU_nı _2_RAKU_kını _ARITY_1	máq	sI	1
▯ is a cup glass _BIAS _RAKU_bıo _ARITY_1	máq	sI	1
▯ leaks seeps spills out _BIAS _RAKU_bıoı _ARITY_1	máq	sI	1
▯ is a blabbermouth tattletale gossip _BIAS _RAKU_buq _2_RAKU_bıoıbuq _ARITY_1	hó	sI	1
▯ blurts out ▯ _BIAS _RAKU_choa _2_RAKU_bıoıchoa _ARITY_2	hó	sA	2
▯ reveals leaks to ▯ that ▯ is the case _BIAS _RAKU_deoq _2_RAKU_bıoıdeoq _ARITY_3	hó	sA	3
▯ is the glow that surrounds a relatively bright source of light as seen through a scattering medium _BIAS _RAKU_gıo _2_RAKU_bıoıgıo _ARITY_1	máq	sI	1
▯ runs over with overflows with contains so much ▯ that it spills leaks out _BIAS _RAKU_heq _2_RAKU_bıoıheq _ARITY_2	máq	sI	2
▯ is a viossa speaker community member viossadjin _BIAS _RAKU_poq _2_RAKU_sapoq _ARITY_1	hó	sI	1
▯ is viossa a pidgin conlang _BIAS _RAKU_zu _2_RAKU_sazu _ARITY_1	hóq	sI	1
▯ is a dishwasher _BIAS _RAKU_kea _2_RAKU_sıqkea _ARITY_1	máq	sI	1
▯ is a member of the root taxon biota _BIAS _RAKU_ta _2_RAKU_bıota _ARITY_1	hó	sI	1
▯ squeezes ▯ _BIAS _RAKU_pa _2_RAKU_bıpa _ARITY_2	tá	sF	2
▯ are a thousand in number _BIAS _RAKU_bıq _ARITY_1	tá	sI	1
▯ is beer _BIAS _RAKU_ra _2_RAKU_bıra _ARITY_1	máq	sI	1
▯ is a member of genus oryza rice _BIAS _RAKU_jı _2_RAKU_rıqjı _ARITY_1	máq	sI	1
▯ is a ballpoint pen _BIAS _RAKU_ro _2_RAKU_bıro _ARITY_1	máq	sI	1
▯ is a face mask worn to protect others from one s mouth germs and oneself from others _BIAS _RAKU_rum _2_RAKU_bırum _ARITY_1	máq	sI	1
▯ is poison venom toxic _BIAS _RAKU_sa _2_RAKU_bısa _ARITY_1	máq	sI	1
▯ is poisoned _BIAS _RAKU_bıa _2_RAKU_sabıa _ARITY_1	hó	sI	1
▯ is a member of genus bison the bisons _BIAS _RAKU_saq _2_RAKU_bısaq _ARITY_1	hó	sI	1
▯ is the cebuano language _BIAS _RAKU_zu _2_RAKU_ꝡazu _ARITY_1 _CAPS	hóq	sI	1
▯ is a grape _BIAS _RAKU_zeo _2_RAKU_tızeo _ARITY_1	máq	sI	1
▯ is a bunch of grapes _BIAS _RAKU_zeom _2_RAKU_tızeom _ARITY_1	máq	sI	1
▯ is a tube _BIAS _RAKU_bıu _ARITY_1	máq	sI	1
▯ are the cylindrical coordinates azimuth distance and elevation of ▯ relative to the reference frame ▯ _BIAS _RAKU_chıu _2_RAKU_bıuchıu _ARITY_3	hóq	sF	3
▯ is a plumber _BIAS _RAKU_che _2_RAKU_somche _ARITY_1	hó	sI	1
▯ is a flea _BIAS _RAKU_cıa _2_RAKU_shoaıcıa _ARITY_1	hó	sI	1
▯ is a barrel _BIAS _RAKU_tıaı _2_RAKU_bıutıaı _ARITY_1	máq	sI	1
▯ is a salp sea grape _BIAS _RAKU_tuaı _2_RAKU_bıutuaı _ARITY_1	máq	sI	1
▯ is a syringe _BIAS _RAKU_zeum _2_RAKU_bıuzeum _ARITY_1	máq	sI	1
▯ has possesses ▯ _BIAS _RAKU_bo _ARITY_2	hó	sI	2
▯ is a neck _BIAS _RAKU_boa _ARITY_1	máq	sI	1
▯ is a scarf _BIAS _RAKU_fuq _2_RAKU_boafuq _ARITY_1	máq	sI	1
▯ yields to surrenders to gives up to ▯ opposite of fea _BIAS _RAKU_boaı _ARITY_2	hó	sI	2
▯ gets ▯ to resign to satisfying property ▯ ▯ gets ▯ to satisfy property ▯ in defeat _BIAS _RAKU_ja _2_RAKU_boaıja _ARITY_3	hó	sA	3
▯ defaults to doing ▯ _BIAS _RAKU_tao _2_RAKU_boaıtao _ARITY_2	tá	sI	2
▯ is a necklace _BIAS _RAKU_lıem _2_RAKU_boalıem _ARITY_1	máq	sI	1
▯ is low pitched low frequency ▯ happens at a slow frequency with slow oscillation _BIAS _RAKU_boam _ARITY_1	tá	sF	1
▯ is the bavarian language _BIAS _RAKU_zu _2_RAKU_nazu _ARITY_1 _CAPS	hóq	sI	1
▯ is a shadow _BIAS _RAKU_boaq _ARITY_1	máq	sI	1
▯ is colored some dark color not necessarily black _BIAS _RAKU_reo _2_RAKU_boaqreo _ARITY_1	máq	sI	1
▯ is digital rights management drm software _BIAS _RAKU_rom _2_RAKU_caqrom _ARITY_1	hóq	sI	1
▯ is an owner of ▯ _BIAS _RAKU_che _2_RAKU_boche _ARITY_2	hó	sI	2
▯ entrusts ▯ with possession of ▯ _BIAS _RAKU_cheaq _2_RAKU_bocheaq _ARITY_3	hó	sI	3
▯ is a leaf sheet _BIAS _RAKU_boe _ARITY_1	máq	sI	1
▯ is a cross section of ▯ _BIAS _RAKU_paq _2_RAKU_boepaq _ARITY_2	máq	sI	2
▯ pertains to the culture of bulgaria republic of bulgaria _BIAS _RAKU_rıa _2_RAKU_garıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country bulgaria republic of bulgaria _BIAS _RAKU_gua _2_RAKU_rıagua _ARITY_1 _CAPS	máq	sI	1
▯ is a count countess _BIAS _RAKU_che _2_RAKU_guoche _ARITY_1	hó	sI	1
▯ is poor unwealthy _BIAS _RAKU_hıaq _2_RAKU_bohıaq _ARITY_1	hó	sI	1
▯ is a squirrel family sciuridae _BIAS _RAKU_hu _2_RAKU_bohu _ARITY_1	hó	sI	1
▯ takes place from ▯ onwards _BIAS _RAKU_boı _ARITY_2	hóq	sE	2
▯ happens ▯ amount of time after ▯ _BIAS _RAKU_goe _2_RAKU_boıgoe _ARITY_3	hóq	sE	3
▯ analyzes the morphemes of ▯ as if it were in toaq _BIAS _RAKU_te _2_RAKU_boıte _ARITY_2	hó	sI	2
▯ is the bhojpuri language _BIAS _RAKU_zu _2_RAKU_puzu _ARITY_1 _CAPS	hóq	sI	1
▯ is bourgeois negative connotation _BIAS _RAKU_jua _2_RAKU_bojua _ARITY_1	tá	sF	1
▯ shoves thrusts slams dunks pushes pulls jams hurls slides ▯ making it satisfy ▯ _BIAS _RAKU_ko _2_RAKU_boko _ARITY_3	hó	sI	3
▯ feels greed is greedy _BIAS _RAKU_kuaı _2_RAKU_bokuaı _ARITY_1	hó	sI	1
▯ pertains to the culture of bolivia plurinational state of bolivia _BIAS _RAKU_bıa _2_RAKU_lıbıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country bolivia plurinational state of bolivia _BIAS _RAKU_gua _2_RAKU_bıagua _ARITY_1 _CAPS	máq	sI	1
▯ is rich wealthy _BIAS _RAKU_bom _ARITY_1	hó	sI	1
▯ is an engine _BIAS _RAKU_kea _2_RAKU_bomkea _ARITY_1	máq	sI	1
▯ is a byte order mark bom zero width non breaking space zwnbsp _BIAS _RAKU_laı _2_RAKU_bomlaı _ARITY_1	hóq	sI	1
▯ is a possession of is something owned by belongs to ▯ _BIAS _RAKU_bom _ARITY_2	tá	sI	2
▯ is the amount of ▯ s wealth _BIAS _RAKU_ne _2_RAKU_bone _ARITY_2	hóq	sI	2
▯ is a water bottle _BIAS _RAKU_pı _2_RAKU_bopı _ARITY_1	máq	sI	1
that ▯ is the case prevents ▯ from being the case _BIAS _RAKU_boq _ARITY_2	hóq	sE	2
▯ prevents ▯ from happening _BIAS _RAKU_boq _ARITY_2	tá	sF	2
▯ does not prevent ▯ despite ▯ event ▯ happens _BIAS _RAKU_bu _2_RAKU_boqbu _ARITY_4	hóq	sP	4
▯ is a spoilsport buzzkill killjoy party pooper _BIAS _RAKU_che _2_RAKU_boqche _ARITY_1	hó	sI	1
▯ is too much the case for ▯ to be the case _BIAS _RAKU_duı _2_RAKU_boqduı _ARITY_2	hóq	sP	2
▯ is an affricate _BIAS _RAKU_cha _2_RAKU_goaıcha _ARITY_1	tá	sF	1
▯ is an affricate consonant sound _BIAS _RAKU_laq _2_RAKU_goaılaq _ARITY_1	tá	sF	1
▯ is inevitable _BIAS _RAKU_bu _2_RAKU_kıubu _ARITY_1	hóq	sP	1
▯ resists tries to prevent ▯ being the case _BIAS _RAKU_leo _2_RAKU_boqleo _ARITY_2	hó	sA	2
▯ is too little the case for ▯ to be the case _BIAS _RAKU_nhoa _2_RAKU_boqnhoa _ARITY_2	hóq	sF	2
▯ takes place unfettered unmitigated wildly unrestrictedly _BIAS _RAKU_sıa _2_RAKU_boqsıa _ARITY_1	hóq	sE	1
▯ prevents ▯ from satisfying property ▯ for the latter s benefit ▯ saves ▯ from doing ▯ _BIAS _RAKU_soa _2_RAKU_boqsoa _ARITY_3	hó	sA	3
▯ is a plosive _BIAS _RAKU_laq _2_RAKU_sulaq _ARITY_1	tá	sF	1
